施設名,種別,管理運営機関,都道府県,市区町村,住所,電話番号,アドレス,Webサイト,担当部署,担当者,自主事業,状態,温度感,次回アクション,備考,補完状況,補完元,補完元URL
常葉大学附属橘中学校,私立中学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区瀬名２－１－１,054-261-2256,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000117 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4200911 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
常葉大学附属橘高等学校,私立高等学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区瀬名２－１－１,054-261-2256,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000240 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4200911 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡北中学校,私立中学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区瀬名５－１４－１,054-267-6151,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000260 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4200911 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡北高等学校,私立高等学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区瀬名５－１４－１,054-267-6151,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000259 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4200911 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡大成中学校,私立中学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区鷹匠２－４－１８,054-254-7334,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000064 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4200839 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡大成高等学校,私立高等学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区鷹匠２－４－１８,054-254-7334,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000188 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4200839 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡学園中学校,私立中学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区東鷹匠町２５,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000162 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4200833 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
静岡学園高等学校,私立高等学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区東鷹匠町２５,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000268 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4200833 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
静岡英和女学院中学校,私立中学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区西草深町８－１,054-254-7401,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000073 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4200866 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡英和女学院高等学校,私立高等学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区西草深町８－１,054-254-7401,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000197 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4200866 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡雙葉中学校,私立中学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区追手町１０－７１,054-255-0305,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000082 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4208628 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡雙葉高等学校,私立高等学校,私立,静岡県,静岡市葵区,静岡県静岡市葵区追手町１０－７１,054-255-0305,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000204 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4208628 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
城南静岡中学校,私立中学校,私立,静岡県,静岡市駿河区,静岡県静岡市駿河区南八幡町１－１,054-285-6156,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000091 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4228074 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
城南静岡高等学校,私立高等学校,私立,静岡県,静岡市駿河区,静岡県静岡市駿河区南八幡町１－１,054-285-6156,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000213 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4228074 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡女子高等学校,私立高等学校,私立,静岡県,静岡市駿河区,静岡県静岡市駿河区八幡３丁目６番１号,054-285-2274,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000222 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4228076 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡学園なごみ中学校,私立中学校,私立,静岡県,静岡市駿河区,静岡県静岡市駿河区八幡一丁目１番１号,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000304 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4228076 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
静岡学園なごみ高等学校,私立高等学校,私立,静岡県,静岡市駿河区,静岡県静岡市駿河区八幡１丁目１番１号,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000455 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4228076 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
静岡聖光学院中学校,私立中学校,私立,静岡県,静岡市駿河区,静岡県静岡市駿河区小鹿１４４０番地,054-285-9136,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C122310000153 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4228021 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
静岡聖光学院高等学校,私立高等学校,私立,静岡県,静岡市駿河区,静岡県静岡市駿河区小鹿１４４０番地,054-285-9136,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000302 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4228021 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,静岡県私学協会 加盟校一覧XLSX,https://www.shizuoka-shigaku.net/app/uploads/shizuoka-shigaku-member-school.xlsx
知徳高等学校,私立高等学校,私立,静岡県,駿東郡長泉町,静岡県駿東郡長泉町竹原３５４,,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D122310000017 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4110944 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,未補完,,
修文学院高等学校,私立高等学校,私立,愛知県,一宮市,愛知県一宮市日光町６－１,0586-45-2102,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D123310000294 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4910938 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703650_misc.pdf
大成中学校,私立中学校,私立,愛知県,一宮市,愛知県一宮市千秋町小山字大福田１８７８－２,0586-81-1118,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C123310000143 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4910814 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703651_misc.pdf
大成高等学校,私立高等学校,私立,愛知県,一宮市,愛知県一宮市千秋町小山字大福田１８７８－２,0586-77-9900,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D123310000418 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4910814 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703650_misc.pdf
誠信高等学校,私立高等学校,私立,愛知県,丹羽郡扶桑町,愛知県丹羽郡扶桑町大字斉藤字本新須１,0587-93-5380,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D123310000374 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4800104 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703650_misc.pdf
名古屋たちばな高等学校,私立高等学校,私立,愛知県,名古屋市中区,愛知県名古屋市中区伊勢山一丁目２番２９号,052-322-1911,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D123310000123 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4600026 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703650_misc.pdf
同朋高等学校,私立高等学校,私立,愛知県,名古屋市中村区,愛知県名古屋市中村区稲葉地町７－１,052-411-1117,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D123310000105 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4538540 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703650_misc.pdf
名城大学附属高等学校,私立高等学校,私立,愛知県,名古屋市中村区,愛知県名古屋市中村区新富町１－３－１６,052-481-7436,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: D123310000098 / 学校種: D1(高校) / 本分校: 本校 / 郵便番号: 4530031 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703650_misc.pdf
星槎名古屋中学校,私立中学校,私立,愛知県,名古屋市中村区,愛知県名古屋市中村区名駅南四丁目６番３８号,052-582-3830,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C123310000081 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4500003 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703651_misc.pdf
名古屋経済大学市邨中学校,私立中学校,私立,愛知県,名古屋市千種区,愛知県名古屋市千種区北千種３－１－３７,052-721-0161,,,,,△,未着手,C,学校代表窓口・担当部署・電話番号を確認,学校コード: C123310000045 / 学校種: C1(中学校) / 本分校: 本校 / 郵便番号: 4648533 / 出典: 文部科学省 学校コード一覧 令和8年5月1日時点 暫定版,補完済み,愛知県 私立学校名簿PDF,https://www.pref.aichi.jp/uploaded/life/588285_2703651_misc.pdf
